upc,price,distributor_items_price,category_name
'719307300095',1252.99,1019.99,Optics / Scopes
'029057462449',34.99,24.31,Accessories / Targets
'021291001675',8.99,7.23,Hunting / Calls
'648018044427',17.98,14.91,Accessories / Miscellaneous
'810047071228',399.99,315.99,Optics / Scopes
'810047071549',429.99,339.69,Optics / Scopes
'810119019622',42.99,34.91,Optics / Scopes
'810027770226',2756.99,2245.34,Optics / Scopes
'810027770264',4025.99,3279.79,Optics / Scopes
'810027770271',4245.99,3458.69,Optics / Scopes
'810027773951',8253.99,6723.87,Optics / Scopes
'810027774033',8404.99,6846.78,Optics / Scopes
'810027778116',3010.99,2452.23,Optics / Scopes
'810027778406',860.99,700.99,Optics / Scopes
'850038039158',2860.99,2330.54,Optics / Scopes
'850038039165',3438.99,2801.51,Optics / Scopes
'810027779205',3786.99,3085.07,Optics / Scopes
'810027779212',4354.99,3547.53,Optics / Scopes
'850038039172',4593.99,3742.24,Optics / Scopes
'850038039189',5168.99,4210.78,Optics / Scopes
'810027779229',5743.99,4679.32,Optics / Scopes
'810027779236',6311.99,5141.78,Optics / Scopes
'810027778673',5168.99,4210.78,Optics / Scopes
'810027779199',4593.99,3742.24,Optics / Scopes
'810027779175',1147.99,934.65,Optics / Scopes
'810027779182',1377.99,1122.06,Optics / Scopes
'810027779830',3135.99,2554.46,Optics / Scopes
'810027779847',4713.99,3839.6,Optics / Scopes
'810027779274',6192.99,5385.18,Optics / Optics Accessories
'888151026076',27.99,24.31,Hunting / Feeders
'888151026151',34.99,30.4,Hunting / Feeders
'888151026090',41.99,36.49,Hunting / Feeders
'888151026199',62.99,54.76,Hunting / Feeders
'888151026182',48.99,42.58,Hunting / Feeders
'888151026069',60.99,52.32,Hunting / Feeders
'888151017982',55.99,48.66,Hunting / Feeders
'888151026137',20.99,18.21,Hunting / Feeders
'888151026144',13.99,12.13,Hunting / Feeders
'888151026045',48.99,42.58,Hunting / Feeders
'661120205852',25.99,18.57,Accessories / Targets
'028478133044',13.99,12.23,Accessories / Gun Parts
'796430000658',149.0,124.99,Accessories / Miscellaneous
'612409971647',23.99,13.72,Accessories / Gun Cleaning
'708279006258',9.99,7.99,Magazines / 12 Gauge Mags
'708279011023',11.99,9.99,Magazines / 12 Gauge Mags
'708279013201',87.99,77.28,Accessories / Gun Parts
'708279007309',11.99,9.99,Magazines / 12 Gauge Mags
'814108012960',7.99,4.65,Accessories / Firearm Accessories
'014895002100',30.99,26.99,Accessories / Gun Cleaning
'026509026136',11.99,10.84,Accessories / Cases
'661120000488',47.99,40.99,Hunting / Accessories
'090255981537',40.99,34.99,Accessories / Safes
'798681521708',59.99,40.61,Optics / Scope Mounts
'798681521722',59.99,40.61,Optics / Scope Mounts
'798681521746',59.99,40.61,Optics / Scope Mounts
'798681521739',59.99,40.61,Optics / Scope Mounts
'798681521753',59.99,40.61,Optics / Scope Mounts
'798681521715',59.99,40.61,Optics / Scope Mounts
'798681521692',79.99,58.01,Optics / Scope Mounts
'798681521760',79.99,58.01,Optics / Scope Mounts
'781602412865',44.99,41.46,Accessories / Cases
'781602420525',44.99,41.46,Accessories / Cases
'781602385558',44.99,41.46,Accessories / Cases
'781602379489',44.8,41.46,Accessories / Cases
'781602382038',44.8,41.46,Accessories / Cases
'781602456364',44.99,41.46,Accessories / Cases
'781602379502',44.99,41.46,Accessories / Cases
'781602504003',44.99,41.46,Accessories / Cases
'781602530774',44.99,41.46,Accessories / Cases
'781602438988',44.99,41.46,Accessories / Cases
'781602406604',44.99,41.46,Accessories / Cases
'781602406628',44.99,41.46,Accessories / Cases
'781602420556',44.99,41.46,Accessories / Cases
'781602427005',54.99,50.95,Accessories / Cases
'781602379090',44.99,41.46,Accessories / Cases
'751710508392',174.99,151.94,Accessories / Safety and Protection
'029057151251',7.99,6.71,Accessories / Gun Cleaning
'812699016640',63.99,56.2,Accessories / Gun Parts
'736676906178',31.99,26.99,Magazines / 12 Gauge Mags
'736676906185',31.99,26.99,Magazines / 12 Gauge Mags
'736676906369',31.99,26.99,Magazines / 12 Gauge Mags
'736676906208',7.99,6.29,Magazines / 12 Gauge Mags
'736676906406',7.99,6.29,Magazines / 12 Gauge Mags
'758365601454',27.99,24.31,Hunting / Feeders
'888151026052',41.99,36.49,Hunting / Feeders
'034337004233',36.99,32.42,Accessories / Gun Parts
'736676904358',28.99,24.59,Magazines / 12 Gauge Mags
'736676906338',28.99,24.59,Magazines / 12 Gauge Mags
'736676905102',31.99,26.99,Magazines / 12 Gauge Mags
'736676905126',31.99,26.99,Magazines / 12 Gauge Mags
'736676905140',31.99,26.99,Magazines / 12 Gauge Mags
'736676905492',34.99,29.59,Magazines / 12 Gauge Mags
'736676906789',24.99,20.99,Optics / Scope Mounts
'736676904402',31.99,26.99,Magazines / 12 Gauge Mags
'644406912927',319.99,259.99,Optics / Scopes
'644406912910',276.99,224.99,Optics / Scopes
'644406912934',319.99,259.99,Optics / Scopes
'644406911357',90.0,72.99,Optics / Sights / Lasers / Lights
'644406911319',90.0,72.99,Optics / Sights / Lasers / Lights
'644406911333',90.0,72.99,Optics / Sights / Lasers / Lights
'644406911326',90.0,72.99,Optics / Sights / Lasers / Lights
'644406911364',90.0,72.99,Optics / Sights / Lasers / Lights
'644406911340',90.0,72.99,Optics / Sights / Lasers / Lights
'644406911302',90.0,72.99,Optics / Sights / Lasers / Lights
'011516730008',37.99,32.27,Accessories / Reloading
'011516730015',46.99,40.34,Accessories / Reloading
'888151019818',20.99,18.21,Accessories / Miscellaneous
'027925502648',24.99,21.63,Knives / Multi-Tools / Accessories
'858426004214',37.95,22.99,Accessories / Cases
'875591000070',24.99,17.69,Accessories / Cases
'602686237024',41.99,35.99,Magazines / 12 Gauge Mags
'764503602146',24.99,21.0,Accessories / Apparel
'792695160953',46.99,43.29,Accessories / Cases
'792695161042',46.99,43.29,Accessories / Cases
'792695310013',46.99,43.29,Accessories / Cases
'082442873435',32.99,27.99,Magazines / 12 Gauge Mags
'082442873428',32.99,27.99,Magazines / 12 Gauge Mags
'082442873480',36.99,31.99,Magazines / 12 Gauge Mags
'743108150306',23.96,17.51,Accessories / Gun Parts
'743108150450',107.96,81.78,Accessories / Gun Parts
'743108150566',59.46,44.29,Accessories / Gun Parts
'612409974099',16.98,13.96,Accessories / Miscellaneous
'708279010644',22.99,19.99,Magazines / 12 Gauge Mags
'848754000095',30.99,22.93,Accessories / Tools
'661120222316',13.99,11.95,Hunting / Accessories
'708279010873',11.99,9.73,Accessories / Tools
'661120099437',13.99,11.49,Accessories / Tools
'661120562115',19.98,17.23,Accessories / Tools
'814108014094',38.99,32.99,Accessories / Gun Parts
'708279013805',56.99,48.84,Magazines / 12 Gauge Mags
'708279007576',11.99,10.15,Accessories / Tools
'708279010156',41.99,36.51,Accessories / Tools
'661120229728',27.99,24.26,Accessories / Safes
'661120974888',45.99,39.99,Magazines / 12 Gauge Mags
'661120568247',20.99,18.77,Accessories / Gun Cleaning
'743108150030',23.96,17.51,Accessories / Gun Parts
'661120301431',43.99,37.78,Hunting / Accessories
'708279012679',13.99,11.99,Magazines / 12 Gauge Mags
'708279012662',12.99,4.99,Magazines / 12 Gauge Mags
'708279012686',13.99,11.99,Magazines / 12 Gauge Mags
'814108011802',43.99,28.6,Accessories / Gun Parts
'612409971685',15.99,13.72,Accessories / Gun Cleaning
'708279000133',20.99,17.49,Magazines / 12 Gauge Mags
'708279005596',21.99,19.04,Magazines / 12 Gauge Mags
'708279006302',15.99,13.89,Magazines / 12 Gauge Mags
'708279013621',9.99,7.99,Magazines / 12 Gauge Mags
'708279013638',12.99,10.49,Magazines / 12 Gauge Mags
'708279013645',12.99,10.49,Magazines / 12 Gauge Mags
'708279012204',13.99,11.49,Magazines / 12 Gauge Mags
'708279012549',17.98,14.99,Magazines / 12 Gauge Mags
'708279013614',9.99,7.99,Magazines / 12 Gauge Mags
'4717385550766',94.97,73.39,Optics / Sights / Lasers / Lights
'661120561118',109.99,94.99,Accessories / Tools
'661120565550',255.99,199.99,Accessories / Tools
'661120412823',31.99,26.99,Accessories / Tools
'661120565598',287.99,249.99,Accessories / Tools
'661120311232',54.99,47.99,Accessories / Gun Parts
'708279011610',20.99,17.89,Magazines / 12 Gauge Mags
'708279013652',21.99,18.72,Magazines / 12 Gauge Mags
'708279011894',146.99,127.13,Hunting / Accessories
'708279013249',37.99,32.79,Hunting / Accessories
'708279011917',20.99,17.69,Accessories / Gun Parts
'708279008870',135.99,91.99,Accessories / Gun Parts
'708279011597',193.99,170.93,Accessories / Gun Parts
'708279011634',126.99,111.64,Accessories / Gun Parts
'708279011733',17.98,15.89,Accessories / Gun Parts
'708279012211',193.99,170.93,Accessories / Gun Parts
'604544615579',18.98,17.28,Accessories / Cases
'604544615586',16.98,14.99,Accessories / Cases
'604544615609',18.98,17.28,Accessories / Cases
'604544615593',16.98,14.99,Accessories / Cases
'043311034319',40.99,34.12,Accessories / Apparel
'043311034296',40.99,34.12,Accessories / Apparel
'043311033404',40.99,34.12,Accessories / Apparel
'043311033367',40.99,34.12,Accessories / Apparel
'043311034302',40.99,34.12,Accessories / Apparel
'043311959780',215.99,182.3,Accessories / Apparel
'043311959773',215.99,182.3,Accessories / Apparel
'043311959797',215.99,182.3,Accessories / Apparel
'043311970112',21.99,18.46,Accessories / Apparel
'043311059008',17.98,14.95,Accessories / Apparel
'043311978965',17.98,14.95,Accessories / Apparel
'043311059022',17.98,14.95,Accessories / Apparel
'043311059015',17.98,14.95,Accessories / Apparel
'043311059039',17.98,14.95,Accessories / Apparel
'043311978989',17.98,14.95,Accessories / Apparel
'043311978972',17.98,14.95,Accessories / Apparel
'043311978996',17.98,14.95,Accessories / Apparel
'043311065023',20.99,17.89,Hunting / Blinds
'043311065030',41.99,35.79,Hunting / Blinds
'043311974189',9.99,7.83,Accessories / Apparel
'043311975636',21.99,18.24,Accessories / Apparel
'043311975650',21.99,18.24,Accessories / Apparel
'043311975643',15.99,13.54,Accessories / Apparel
'043311043991',24.99,20.53,Accessories / Apparel
'043311044066',24.99,20.53,Accessories / Apparel
'043311044035',24.99,20.53,Accessories / Apparel
'043311044103',24.99,20.53,Accessories / Apparel
'043311979764',35.99,30.2,Accessories / Apparel
'043311979771',35.99,30.2,Accessories / Apparel
'043311979788',35.99,30.2,Accessories / Apparel
'661120346937',45.99,39.26,Hunting / Accessories
'649898809014',327.99,284.51,Hunting / Accessories
'000381302151',299.0,239.7,Optics / Scopes
'661120564379',6.99,6.07,Accessories / Tools
'661120562160',27.99,23.07,Accessories / Firearm Accessories
'814108012939',21.99,15.49,Accessories / Tools
'812285024240',51.99,44.99,Magazines / 12 Gauge Mags
'000381103413',79.98,69.56,Optics / Scope Mounts
'000381103420',79.98,69.56,Optics / Scope Mounts
'000381103536',155.0,113.74,Optics / Scope Mounts
'661120562436',7.99,6.58,Accessories / Tools
'661120001287',22.99,19.99,Hunting / Accessories
'092608530300',23.99,20.67,Optics / Sights / Lasers / Lights
'092608530483',39.2,29.14,Optics / Sights / Lasers / Lights
'092608530324',9.99,8.0,Optics / Sights / Lasers / Lights
'092608356269',68.0,57.72,Optics / Sights / Lasers / Lights
'092608357303',124.8,88.79,Optics / Sights / Lasers / Lights
'092608530508',12.99,11.25,Optics / Sights / Lasers / Lights
'092608356474',22.4,17.67,Optics / Sights / Lasers / Lights
'092608356436',22.4,17.67,Optics / Sights / Lasers / Lights
'092608356252',133.6,113.4,Optics / Sights / Lasers / Lights
'092608530409',21.6,17.11,Optics / Sights / Lasers / Lights
'092608356399',137.6,116.79,Optics / Sights / Lasers / Lights
'4251366500772',55.99,47.95,Magazines / 12 Gauge Mags
'813869021921',713.99,620.08,Optics / Spotting Scopes
'813869021983',427.99,372.04,Optics / Spotting Scopes
'813869021907',117.99,95.39,Optics / Scopes
'813869021655',995.99,810.88,Optics / Scopes
'813869021235',761.99,620.08,Optics / Scopes
'813869020641',245.99,200.32,Optics / Scopes
'813869021969',936.99,763.18,Optics / Scopes
'813869021532',907.99,739.49,Optics / Scopes
'813869021723',503.99,410.2,Optics / Scopes
'813869021730',538.99,438.83,Optics / Scopes
'813869021402',799.99,651.66,Optics / Scopes
'813869021365',35.99,28.61,Optics / Scopes
'813869021600',35.99,28.61,Optics / Scopes
'813869021372',35.99,28.61,Optics / Scopes
'819644027348',27.99,23.95,Magazines / 12 Gauge Mags
'819644022862',34.99,29.95,Magazines / 12 Gauge Mags
'819644026273',28.99,24.95,Magazines / 12 Gauge Mags
'819644026679',21.99,18.95,Magazines / 12 Gauge Mags
'819644023050',55.99,47.95,Magazines / 12 Gauge Mags
'4251366501809',55.99,47.95,Magazines / 12 Gauge Mags
'658175119791',89.0,76.32,Optics / Optics Accessories
'658175115670',899.0,776.66,Optics / Thermal Scopes
'658175121893',84.99,68.46,Optics / Scopes
'658175121855',1376.99,1121.21,Optics / Scopes
'658175121862',1588.99,1294.05,Optics / Scopes
'658175121879',1800.99,1466.89,Optics / Scopes
'658175116585',899.0,683.33,Optics / Thermal Scopes
'658175115281',99.0,85.29,Optics / Scope Mounts
'658175115168',52.99,42.65,Optics / Scopes
'658175116455',1499.0,1184.99,Optics / Thermal Scopes
'658175116462',1699.0,1354.99,Optics / Thermal Scopes
'658175121923',1332.99,1085.56,Optics / Scopes
'658175112556',1999.0,1609.99,Optics / Thermal Scopes
'658175115618',2774.99,2259.99,Optics / Scopes
'658175115625',3299.0,2559.99,Optics / Scopes
'658175115632',3999.0,3349.99,Optics / Thermal Scopes
'658175115649',4555.99,3711.56,Optics / Scopes
'658175115656',5191.99,4228.96,Optics / Scopes
'658175115663',6039.99,4920.31,Optics / Scopes
'658175116592',1099.0,844.99,Optics / Scopes
'658175116653',1572.99,1281.11,Optics / Scopes
'658175116660',1887.99,1537.78,Optics / Scopes
'658175115403',899.0,764.99,Optics / Thermal Scopes
'658175115410',1199.0,929.99,Optics / Thermal Scopes
'658175121930',104.99,85.29,Optics / Scopes
'658175121947',104.99,85.29,Optics / Scopes
'658175119456',699.0,603.82,Optics / Optics Accessories
'658175119487',799.0,690.23,Optics / Optics Accessories
'658175115052',699.0,603.82,Optics / Thermal Scopes
'658175115069',799.0,690.23,Optics / Thermal Scopes
'658175116424',599.0,517.39,Optics / Thermal Scopes
'658175116431',679.0,585.86,Optics / Thermal Scopes
'658175121886',126.99,103.25,Optics / Scopes
'658175114512',79.0,68.46,Optics / Thermal Scopes
'734307907006',35.99,30.92,Accessories / Reloading
'734307900410',7.99,6.86,Accessories / Reloading
'734307908119',38.99,33.61,Accessories / Reloading
'734307902308',25.99,21.99,Accessories / Reloading
'658175115205',299.0,258.14,Optics / Rangefinder
'658175115212',379.0,327.72,Optics / Rangefinder
'082271001818',149.99,103.44,Hunting / Decoys
'082271001696',149.99,103.44,Hunting / Decoys
'082271001030',159.99,110.6,Hunting / Decoys
'082271001825',259.99,187.92,Hunting / Decoys
'810280080124',129.99,91.56,Hunting / Decoys
'810280080087',89.99,60.63,Hunting / Decoys
'810280080070',89.99,60.63,Hunting / Decoys
'810280080117',89.99,60.63,Hunting / Decoys
'810280080063',89.99,60.63,Hunting / Decoys
'810280080032',99.99,76.09,Hunting / Decoys
'810280080223',6.99,4.71,Hunting / Decoys
'810280080049',129.99,91.56,Hunting / Decoys
'810280080216',99.99,74.9,Hunting / Decoys
'084871326308',269.0,211.33,Optics / Sights / Lasers / Lights
'084871326292',269.0,194.53,Optics / Sights / Lasers / Lights
'082271001801',53.99,46.26,Hunting / Decoys
'705442009351',29.99,25.28,Knives / Multi-Tools / Utility
'648018117619',69.98,61.37,Accessories / Gun Parts
'011356552303',42.99,36.99,Magazines / 12 Gauge Mags
'011356552310',42.99,36.99,Magazines / 12 Gauge Mags
'011356552327',42.99,36.99,Magazines / 12 Gauge Mags
'011356552334',42.99,36.99,Magazines / 12 Gauge Mags
'666692122736',11.99,10.28,Ammo / Snap Caps
'666692123078',11.99,10.28,Ammo / Snap Caps
'666692123221',17.98,14.67,Ammo / Blanks
'666692123283',18.98,17.43,Ammo / Blanks
'666692153167',17.98,16.83,Ammo / Blanks
'666692163180',19.98,18.35,Ammo / Blanks
'666692163197',19.98,18.35,Ammo / Blanks
'666692123214',28.99,26.0,Ammo / Snap Caps
'043125000432',34.99,29.99,Magazines / 12 Gauge Mags
'030317012045',36.99,31.99,Optics / Scope Mounts
'030317012021',36.99,31.99,Optics / Scope Mounts
'030317011826',36.99,31.99,Optics / Scope Mounts
'030317011833',36.99,31.99,Optics / Scope Mounts
'030317011901',36.99,31.99,Optics / Scope Mounts
'030317012076',36.99,31.99,Optics / Scope Mounts
'030317011956',36.99,31.99,Optics / Scope Mounts
'030317012106',36.99,31.99,Optics / Scope Mounts
'030317012298',36.99,31.99,Optics / Scope Mounts
'030317018528',36.99,31.99,Optics / Scope Mounts
'030317018559',36.99,31.99,Optics / Scope Mounts
'030317018573',36.99,31.99,Optics / Scope Mounts
'030317018542',36.99,31.99,Optics / Scope Mounts
'030317019129',93.99,80.99,Optics / Scope Mounts
